epoch,loss,val_loss
0,1.2276743573408861,1.054056167602539
1,1.1103839265383206,1.1680575609207153
2,1.046336328799908,1.0321409702301025
3,1.0179990786772508,1.0218586921691895
4,0.941375643656804,0.9775959253311157
5,0.9178482745243953,0.8889934420585632
6,0.8651080822944641,0.8622711300849915
7,0.8404818622882549,0.8221616744995117
8,0.8292186918625465,0.81475430727005
9,0.8029155520292429,0.822521448135376
10,0.8065095272431007,0.7845920920372009
11,0.8188606386918288,0.8080865144729614
12,0.7753813118201036,0.8180171251296997
13,0.7676009559631347,0.8054253458976746
14,0.7897343424650339,0.7471592426300049
15,0.8269970737970792,0.7829266786575317
16,0.7580044852770292,0.7850916385650635
17,0.7652746923153217,0.7835347056388855
18,0.7408274272771982,0.7444241046905518
19,0.7146667786744925,0.7177231311798096
20,0.7769239781453059,0.720848798751831
21,0.7368691297677847,0.7138260006904602
22,0.686828175508059,0.703502357006073
23,0.6993145819810721,0.7488406300544739
24,0.7284147455142095,0.699413537979126
25,0.68736919934933,0.7012975215911865
26,0.6697583792759823,0.715666651725769
27,0.6706948953408461,0.6528900861740112
28,0.7221930434153631,0.7803670167922974
29,0.7554525793515718,0.8287967443466187
30,0.7228699953739459,0.7481617331504822
31,0.6721716105020963,0.755868136882782
32,0.6748480006364675,0.7465847134590149
33,0.6823334552691533,0.7076616883277893
34,0.6341841948949374,0.6583693623542786
35,0.6277677508500906,0.6709057092666626
36,0.6010909306086026,0.6282541751861572
37,0.591158478810237,0.5892572402954102
38,0.5747502262775714,0.5700521469116211
39,0.5467450638917776,0.6045170426368713
40,0.5690733165007371,0.5584394931793213
41,0.5552292126875658,0.6213446855545044
42,0.5573435970453116,0.5589801073074341
43,0.5316309595108032,0.5805433988571167
44,0.5348736456724313,0.5741699934005737
45,0.5473464776919438,0.5792114734649658
46,0.5455813539945162,0.5770846009254456
47,0.5848673622424786,0.6285912394523621
48,0.6033296143091642,0.5931353569030762
49,0.5756004999234127,0.5607744455337524
50,0.5877038233096783,0.617628276348114
51,0.5545064034828773,0.6583911776542664
52,0.5723564921892607,0.5923123955726624
53,0.5721098732948303,0.5546872019767761
54,0.5700835117926965,0.6458577513694763
55,0.5981177555597745,0.5830821990966797
56,0.5631689249552213,0.604970395565033
57,0.6190506689365094,0.7468859553337097
58,0.599538694528433,0.6849758625030518
59,0.6339705845025869,0.6291528940200806
60,0.5410598734708932,0.5719582438468933
61,0.5530119609832763,0.5743938088417053
62,0.5495761750294612,0.5552729964256287
63,0.5226171818146339,0.6061358451843262
64,0.5463613086480361,0.573562502861023
65,0.546926423402933,0.5310463905334473
66,0.5166938068316533,0.5634903311729431
67,0.5011849059508398,0.5744715929031372
68,0.49852894196143516,0.5302653312683105
69,0.4944170075196486,0.5507363080978394
70,0.5127160672041086,0.5131458044052124
71,0.4696012932520646,0.5227485299110413
72,0.4706922122148367,0.5357676148414612
73,0.4616499358874101,0.5472402572631836
74,0.48945200910935033,0.519938051700592
75,0.46312170120385976,0.5751489996910095
76,0.4729483997821808,0.5402244329452515
77,0.47730341443648705,0.5275659561157227
78,0.47869161752554085,0.5546978116035461
79,0.4778418611563169,0.532638430595398
80,0.4514572160060589,0.5197007060050964
81,0.45925446583674506,0.5282663702964783
82,0.4762369339282696,0.5415671467781067
83,0.47817048595501827,0.6120736002922058
84,0.5545315471062293,0.5451685786247253
85,0.5257549361082223,0.6011350154876709
86,0.5250818733068613,0.601202666759491
87,0.5137752809891334,0.5461001396179199
88,0.48465363575862,0.5299782752990723
89,0.5051427445044885,0.5464927554130554
90,0.48266774333440343,0.5106461048126221
91,0.4780161292736347,0.552186906337738
92,0.46560881357926587,0.5779485106468201
93,0.45545077103834886,0.5482901930809021
94,0.46922369663531965,0.5022939443588257
95,0.45275087604155906,0.5346091389656067
96,0.4795641102240636,0.5518959760665894
97,0.45062750321168166,0.5308170318603516
98,0.43991077478115376,0.5288734436035156
99,0.44997088844959554,0.5077990889549255
